-0.14367388	0.0578698	0.013577239	0.09948863	0.0007284052	-0.028133277	0.070772626	-0.054492198	0.0073686372	0.049650684	0.06304338	-0.02092569	-0.040142573	-0.024022013	-0.03006142	0.023283416
-0.15592824	0.03646609	-0.024248388	0.072524875	-0.10279286	-0.026161581	0.018455524	-0.018254602	0.037851017	0.05181107	0.087192886	0.020138565	0.00018121002	-0.045410804	0.0011103987	0.066392325
-0.0840377	-0.021740384	0.03321171	0.07655658	-0.123079315	-0.0150016565	-0.060693644	0.025646282	0.07594311	0.028822398	0.12427395	-0.020501686	-0.0041263704	0.0121148545	0.018604973	0.04961788
-0.16310513	0.06382012	0.008050987	0.061270658	-0.12245647	0.0035625556	-0.04824533	-0.0019431476	0.06539021	-0.0039875647	0.027869256	0.041397713	-0.027326291	-0.011980036	-0.009908017	0.03912711
-0.1549563	-0.018130472	0.009868021	0.05609089	0.0050601475	0.02388337	0.023150025	0.04497355	-0.053397547	-0.016875034	0.08040929	-0.07625364	0.049615927	-0.039664634	-0.06983235	0.0182518
-0.18595608	-0.00041809177	0.0010329867	0.07213843	-0.08629187	-0.020448972	0.014594443	-0.035027288	0.028399235	0.0007875528	0.089531705	0.07270041	-0.04753946	0.0051818523	0.007894631	-0.047063645
-0.16131869	0.0033140455	0.06522794	-0.02467294	-0.03178091	0.020175608	-0.062132597	0.007483548	-0.007140009	0.07142496	0.16429445	-0.02178103	-0.013062842	-0.10706808	-0.05099462	0.04928355
-0.1026918	0.052417517	0.034829933	0.057649855	-0.13117428	-0.0071042897	-0.017799346	-0.031216104	-0.007211531	0.0028213148	0.05098902	0.045467198	0.06058908	0.033384405	-0.021580521	0.008650174
-0.11109764	-0.021578344	0.03839704	0.113889955	-0.11117347	-0.0014983442	0.0033172716	-0.009996074	0.012672797	0.046789855	0.078496605	-0.0039016516	0.0014970371	-0.042734534	0.005012511	0.035519112
-0.083707556	0.0024807884	0.026907003	0.00813029	-0.068460785	0.0070124357	0.065770194	0.007440921	0.018477805	0.07707277	0.08276495	-0.0066766473	-0.06347984	-0.05899661	-0.044242058	0.08787699
-0.074174315	0.016288383	-0.026707212	-0.015995337	-0.046992004	-0.013199875	0.043858677	-0.035179857	-0.0041502044	-0.00097128586	0.11577812	-0.093604624	-0.0657758	0.009621412	-0.11101447	-0.029185673
-0.19277585	-0.033214897	0.027125588	0.007630896	-0.06910936	0.00952396	0.015426197	-0.09544623	-0.06544658	-0.03489342	0.109177545	-0.058353543	-0.046859257	-0.02915039	-0.05559179	0.026957208
-0.1374114	0.0052280473	-0.05568116	0.05566852	-0.09358187	0.047146227	-0.052932557	-0.055171914	0.044154383	-0.035669226	0.013230701	0.019796532	-0.010970214	0.017405685	0.012495698	0.0022390264
-0.021871028	-0.047949925	0.03269988	-0.02778292	-0.022713637	0.0393833	-0.06886587	-0.08366067	-0.09276207	-0.017830163	0.05683208	-0.042352673	0.056972876	-0.083915226	-0.019546758	-0.07890718
-0.09261604	0.067596704	0.009063002	-0.0048675807	0.0081015015	-0.020376753	-0.061531536	0.050543707	0.010393248	0.057158127	0.12002877	0.05174132	-0.014151434	-0.031117344	-0.05046259	0.04691679
-0.12598126	0.026076669	-0.026230412	-0.009986293	-0.061488744	-0.029483723	-0.050331153	-0.051312797	-0.014046783	0.027992677	0.078737885	-0.010988506	-0.030541098	-0.024148796	0.011681833	-0.053395115
-0.16333029	0.05214324	-0.05371371	0.030757522	-0.06324701	-0.01906613	-0.0144241275	-0.0680663	0.018036557	0.023784624	0.07503354	-0.053537417	-0.035112392	0.048448205	0.0027238012	-0.029009664
-0.09201813	-0.0042472337	-0.10940382	0.08929962	-0.11684892	0.03321155	-0.01693897	-0.0900487	-0.047129195	-0.036613468	0.099977575	-0.037685588	-0.035109762	-0.047181096	-0.061196294	-0.03829259
-0.17194873	0.027376657	0.028867723	-0.056736365	-0.030598573	0.09468811	0.060667563	-0.0373258	-0.044328414	0.031352922	0.025790175	-0.004821761	0.03408109	0.008481744	0.011466587	0.0026452977
-0.1329374	-0.049628504	0.005018577	0.07235149	-0.051738493	0.06309022	0.035686754	-0.0070231864	-0.0058713504	0.033885397	0.1156761	-0.041190162	-0.016983712	0.0050500846	-0.05455042	0.0024872718
-0.117699645	-0.03402222	-0.004638819	0.13234273	-0.038575612	-0.005783098	0.06300985	-0.013162703	0.04767058	-0.034467738	-0.0044446117	0.020069113	0.00916095	-0.06498109	0.059201725	0.07351938
0.08049527	-0.042108897	0.03928967	0.099264406	-0.017931197	-0.027250905	-0.10464756	-0.022092247	-0.008992885	-0.10278026	0.0898695	0.0058433455	0.14661002	-0.009836543	0.015520215	-0.037121132
-0.06290329	-0.0025808606	-0.082950816	-0.034781683	-0.021228738	0.0054498212	0.17218791	0.018789621	0.15133752	0.123146735	0.10963616	-0.059921235	0.025239054	0.04029885	0.0008832942	0.086692296
-0.032028284	-0.010486259	-0.053021543	0.047963645	-0.11103464	-0.04126854	0.0700296	-0.042274162	-0.06499303	0.035867035	0.06357234	0.07286456	0.021738062	-0.084358454	-0.0017661697	0.059385948
-0.0716611	0.11175213	-0.04310222	0.1097684	-0.1252286	-0.026944447	0.081036136	-0.04579756	-0.007646949	0.057131425	0.11276044	0.011421367	-0.016766503	0.027881686	-0.10266797	0.043362297
-0.046731014	-0.018873472	0.07945534	0.024952825	-0.0062748888	-0.017878512	-0.011076386	0.026225787	-0.10302394	-0.026856415	0.086059704	0.09798762	0.03838147	-0.014702839	0.023606535	-0.0048117083
-0.05949105	-0.010756615	-0.03186119	-0.030453209	-0.08232526	0.017408352	0.02345088	-0.13745591	0.053660624	0.037997697	0.06766131	0.004801159	-0.036568765	-0.026127776	0.05162406	0.04051248
-0.19104685	-0.00070238224	0.07524104	0.065949135	0.0017999926	-0.04207245	0.087490715	-0.02713777	0.0024916157	-0.061544582	0.0029284447	0.08633165	-0.0071344655	0.03096152	0.0068509374	0.028726868
-0.0022898642	-0.057177693	-0.032071352	0.098037094	-0.081748135	0.02307982	-0.02966343	0.0007453224	0.034021556	0.01673957	0.009171529	0.047228556	-0.040984746	-0.060888775	0.012341394	-0.040184885
